Url,StatusCode,Title,FilePath,CheckedAt
"https://www.crowcanyon.help/article/14",200,"How to contact Crow Canyon Support",".\Output\CrowCanyonKB_HTML\14 - How to contact Crow Canyon Support.html",2025-08-15T13:14:51
"https://www.crowcanyon.help/article/15",200,"SharePoint Online: Reopen a Ticket on requester email and reporting on reopened Tickets",".\Output\CrowCanyonKB_HTML\15 - SharePoint Online_ Reopen a Ticket on requester email and reporting on reopened Tickets.html",2025-08-15T13:14:53
"https://www.crowcanyon.help/article/16",200,"Ensure user enters the value for lookup field (e.g. Category for Tickets list item)",".\Output\CrowCanyonKB_HTML\16 - Ensure user enters the value for lookup field _e.g. Category for Tickets list item_.html",2025-08-15T13:14:54
"https://www.crowcanyon.help/article/17",200,"Move Ticket to a different service area/site using Crow Canyon Workflow Manager",".\Output\CrowCanyonKB_HTML\17 - Move Ticket to a different service area_site using Crow Canyon Workflow Manager.html",2025-08-15T13:14:55
"https://www.crowcanyon.help/article/18",200,"Modifying the ‘Request Status’ values for Service Request Tickets",".\Output\CrowCanyonKB_HTML\18 - Modifying the _Request Status_ values for Service Request Tickets.html",2025-08-15T13:14:56
"https://www.crowcanyon.help/article/19",200,"Configure Reports on Survey data in Tickets list",".\Output\CrowCanyonKB_HTML\19 - Configure Reports on Survey data in Tickets list.html",2025-08-15T13:14:58
"https://www.crowcanyon.help/article/20",200,"Default User Profile Properties",".\Output\CrowCanyonKB_HTML\20 - Default User Profile Properties.html",2025-08-15T13:14:59
"https://www.crowcanyon.help/article/21",200,"How to configure Portal Theme settings and how to upload own theme css file?",".\Output\CrowCanyonKB_HTML\21 - How to configure Portal Theme settings and how to upload own theme css file_.html",2025-08-15T13:15:00
"https://www.crowcanyon.help/article/22",200,"Crow Canyon On-premisis solutions description",".\Output\CrowCanyonKB_HTML\22 - Crow Canyon On-premisis solutions description.html",2025-08-15T13:15:01
"https://www.crowcanyon.help/article/23",200,"How to get SharePoint logs based on a Correlation ID?",".\Output\CrowCanyonKB_HTML\23 - How to get SharePoint logs based on a Correlation ID_.html",2025-08-15T13:15:03
"https://www.crowcanyon.help/article/24",200,"How to notify certain users when a ticket is created using Crow Canyon Workflow Manager?",".\Output\CrowCanyonKB_HTML\24 - How to notify certain users when a ticket is created using Crow Canyon Workflow Manager_.html",2025-08-15T13:15:04
"https://www.crowcanyon.help/article/25",200,"How to configure Email functionality in Crow Canyon Print App (Share)?",".\Output\CrowCanyonKB_HTML\25 - How to configure Email functionality in Crow Canyon Print App _Share__.html",2025-08-15T13:15:05
"https://www.crowcanyon.help/article/26",200,"How to configure a report in Workspace pages?",".\Output\CrowCanyonKB_HTML\26 - How to configure a report in Workspace pages_.html",2025-08-15T13:15:07
"https://www.crowcanyon.help/article/27",200,"How to build a report to see number of tickets created on week days/week ends?",".\Output\CrowCanyonKB_HTML\27 - How to build a report to see number of tickets created on week days_week ends_.html",2025-08-15T13:15:16
"https://www.crowcanyon.help/article/28",200,"Populate Requester and its metadata in Ticket in Service Request application in On-Premises environment",".\Output\CrowCanyonKB_HTML\28 - Populate Requester and its metadata in Ticket in Service Request application in On-Premises environment.html",2025-08-15T13:15:16
"https://www.crowcanyon.help/article/29",200,"Auto Categorize tickets based on mail subject of the incoming email",".\Output\CrowCanyonKB_HTML\29 - Auto Categorize tickets based on mail subject of the incoming email.html",2025-08-15T13:15:17
"https://www.crowcanyon.help/article/30",200,"Configure Approver functionality using NITRO Workflow Manager – Workflow 1",".\Output\CrowCanyonKB_HTML\30 - Configure Approver functionality using NITRO Workflow Manager _ Workflow 1.html",2025-08-15T13:15:19
"https://www.crowcanyon.help/article/31",200,"How to retract and remove Crow Canyon farm solutions",".\Output\CrowCanyonKB_HTML\31 - How to retract and remove Crow Canyon farm solutions.html",2025-08-15T13:15:20
"https://www.crowcanyon.help/article/32",200,"Item attachments handling for Crow Canyon NITRO Forms and Portal (SharePoint Online)",".\Output\CrowCanyonKB_HTML\32 - Item attachments handling for Crow Canyon NITRO Forms and Portal _SharePoint Online_.html",2025-08-15T13:15:21
"https://www.crowcanyon.help/article/33",200,"A list column is not visible in the forms",".\Output\CrowCanyonKB_HTML\33 - A list column is not visible in the forms.html",2025-08-15T13:15:22
"https://www.crowcanyon.help/article/34",200,"Portal search shows the results as DispForm.aspx",".\Output\CrowCanyonKB_HTML\34 - Portal search shows the results as DispForm.aspx.html",2025-08-15T13:15:24
"https://www.crowcanyon.help/article/35",200,"How to configure Recurrence feature using Crow Canyon NITRO Workflows?",".\Output\CrowCanyonKB_HTML\35 - How to configure Recurrence feature using Crow Canyon NITRO Workflows_.html",2025-08-15T13:15:25
"https://www.crowcanyon.help/article/36",200,"How to create Managed Properties to use Property restrictions in SharePoint Search box",".\Output\CrowCanyonKB_HTML\36 - How to create Managed Properties to use Property restrictions in SharePoint Search box.html",2025-08-15T13:15:26
"https://www.crowcanyon.help/article/37",200,"Troubleshooting Portal forms",".\Output\CrowCanyonKB_HTML\37 - Troubleshooting Portal forms.html",2025-08-15T13:15:27
"https://www.crowcanyon.help/article/38",200,"How to configure approve via email feature using NITRO Workflow Manager",".\Output\CrowCanyonKB_HTML\38 - How to configure approve via email feature using NITRO Workflow Manager.html",2025-08-15T13:15:29
"https://www.crowcanyon.help/article/39",200,"How to integrate Assets with Purchase Request System?",".\Output\CrowCanyonKB_HTML\39 - How to integrate Assets with Purchase Request System_.html",2025-08-15T13:15:30
"https://www.crowcanyon.help/article/40",200,"Troubleshooting Steps For Crow Canyon Data Sync Service",".\Output\CrowCanyonKB_HTML\40 - Troubleshooting Steps For Crow Canyon Data Sync Service.html",2025-08-15T13:15:31
"https://www.crowcanyon.help/article/41",200,"How to configure “Allow Fill-in choice” option in Crow Canyon NITRO forms?",".\Output\CrowCanyonKB_HTML\41 - How to configure _Allow Fill-in choice_ option in Crow Canyon NITRO forms_.html",2025-08-15T13:15:32
"https://www.crowcanyon.help/article/42",200,"How to configure Round-Robin selection using Crow Canyon NITRO Workflows?",".\Output\CrowCanyonKB_HTML\42 - How to configure Round-Robin selection using Crow Canyon NITRO Workflows_.html",2025-08-15T13:15:34
"https://www.crowcanyon.help/article/43",200,"How to configure simple archival functionality using Crow Canyon NITRO Workflow",".\Output\CrowCanyonKB_HTML\43 - How to configure simple archival functionality using Crow Canyon NITRO Workflow.html",2025-08-15T13:15:35
"https://www.crowcanyon.help/article/44",200,"Configure a monthly count report on specific type(s) of list items",".\Output\CrowCanyonKB_HTML\44 - Configure a monthly count report on specific type_s_ of list items.html",2025-08-15T13:15:36
"https://www.crowcanyon.help/article/45",200,"Permissions required for NITRO Apps",".\Output\CrowCanyonKB_HTML\45 - Permissions required for NITRO Apps.html",2025-08-15T13:15:37
"https://www.crowcanyon.help/article/46",200,"NITRO Workflow configurations for two level approval process",".\Output\CrowCanyonKB_HTML\46 - NITRO Workflow configurations for two level approval process.html",2025-08-15T13:15:39
"https://www.crowcanyon.help/article/47",200,"Query list action configurations in NITRO Custom Actions",".\Output\CrowCanyonKB_HTML\47 - Query list action configurations in NITRO Custom Actions.html",2025-08-15T13:15:40
"https://www.crowcanyon.help/article/48",200,"Revert NITRO Forms of a list to a previously published settings",".\Output\CrowCanyonKB_HTML\48 - Revert NITRO Forms of a list to a previously published settings.html",2025-08-15T13:15:41
"https://www.crowcanyon.help/article/49",200,"Configure a report to show Tickets closed within SLA",".\Output\CrowCanyonKB_HTML\49 - Configure a report to show Tickets closed within SLA.html",2025-08-15T13:15:42
"https://www.crowcanyon.help/article/62",200,"Create End User Portal Site For Service Request Applications",".\Output\CrowCanyonKB_HTML\62 - Create End User Portal Site For Service Request Applications.html",2025-08-15T13:15:44
"https://www.crowcanyon.help/article/63",200,"Configure Save and Continue functionality in NITRO Forms and Portal Forms",".\Output\CrowCanyonKB_HTML\63 - Configure Save and Continue functionality in NITRO Forms and Portal Forms.html",2025-08-15T13:15:45
"https://www.crowcanyon.help/article/64",200,"Hide ‘Delete’ button from ‘Attachments’ section in NITRO Forms based on user permissions",".\Output\CrowCanyonKB_HTML\64 - Hide _Delete_ button from _Attachments_ section in NITRO Forms based on user permissions.html",2025-08-15T13:15:54
"https://www.crowcanyon.help/article/65",200,"Expressions in various NITRO components",".\Output\CrowCanyonKB_HTML\65 - Expressions in various NITRO components.html",2025-08-15T13:15:55
"https://www.crowcanyon.help/article/66",200,"Grant access to services using SharePoint App permissions",".\Output\CrowCanyonKB_HTML\66 - Grant access to services using SharePoint App permissions.html",2025-08-15T13:15:56
"https://www.crowcanyon.help/article/67",200,"Parse CSV action in NITRO Workflows and Custom Actions",".\Output\CrowCanyonKB_HTML\67 - Parse CSV action in NITRO Workflows and Custom Actions.html",2025-08-15T13:15:57
"https://www.crowcanyon.help/article/68",200,"Configure validation for ‘Attachments’ section in NITRO forms",".\Output\CrowCanyonKB_HTML\68 - Configure validation for _Attachments_ section in NITRO forms.html",2025-08-15T13:15:58
"https://www.crowcanyon.help/article/69",200,"Configure portal site header colors",".\Output\CrowCanyonKB_HTML\69 - Configure portal site header colors.html",2025-08-15T13:15:59
"https://www.crowcanyon.help/article/70",200,"Support for checkboxes in Word documents for Generate Document Action",".\Output\CrowCanyonKB_HTML\70 - Support for checkboxes in Word documents for Generate Document Action.html",2025-08-15T13:16:01
"https://www.crowcanyon.help/article/71",200,"Comprehensive List Of Functions in NITRO Studio – 2",".\Output\CrowCanyonKB_HTML\71 - Comprehensive List Of Functions in NITRO Studio _ 2.html",2025-08-15T13:16:02
"https://www.crowcanyon.help/article/72",200,"Troubleshooting steps for NITRO secure",".\Output\CrowCanyonKB_HTML\72 - Troubleshooting steps for NITRO secure.html",2025-08-15T13:16:03
"https://www.crowcanyon.help/article/73",200,"How To Customize NITRO Reports Using Script in List Rollup",".\Output\CrowCanyonKB_HTML\73 - How To Customize NITRO Reports Using Script in List Rollup.html",2025-08-15T13:16:05
"https://www.crowcanyon.help/article/74",200,"Import data using Crow Canyon CSV Import Webpart",".\Output\CrowCanyonKB_HTML\74 - Import data using Crow Canyon CSV Import Webpart.html",2025-08-15T13:16:06
"https://www.crowcanyon.help/article/75",200,"Use AI to Auto-Set Category and Issue Type",".\Output\CrowCanyonKB_HTML\75 - Use AI to Auto-Set Category and Issue Type.html",2025-08-15T13:16:07
"https://www.crowcanyon.help/article/76",200,"Update parent item when associated items are modified from parent item edit form",".\Output\CrowCanyonKB_HTML\76 - Update parent item when associated items are modified from parent item edit form.html",2025-08-15T13:16:08
"https://www.crowcanyon.help/article/77",200,"Capture Console Logs for Crow Canyon Custom Actions",".\Output\CrowCanyonKB_HTML\77 - Capture Console Logs for Crow Canyon Custom Actions.html",2025-08-15T13:16:10
"https://www.crowcanyon.help/article/78",200,"Change The Currency Type in NITRO Form Dynamically",".\Output\CrowCanyonKB_HTML\78 - Change The Currency Type in NITRO Form Dynamically.html",2025-08-15T13:16:11
"https://www.crowcanyon.help/article/79",200,"Calculate Embeddings Custom Action",".\Output\CrowCanyonKB_HTML\79 - Calculate Embeddings Custom Action.html",2025-08-15T13:16:12
"https://www.crowcanyon.help/article/98",200,"SharePoint pie chart: Label Column Error",".\Output\CrowCanyonKB_HTML\98 - SharePoint pie chart_ Label Column Error.html",2025-08-15T13:16:14
"https://www.crowcanyon.help/article/99",200,"SharePoint — first field cannot be typed in",".\Output\CrowCanyonKB_HTML\99 - SharePoint _ first field cannot be typed in.html",2025-08-15T13:16:15
"https://www.crowcanyon.help/article/100",200,"Missing Attachments in SharePoint Tickets",".\Output\CrowCanyonKB_HTML\100 - Missing Attachments in SharePoint Tickets.html",2025-08-15T13:16:16
"https://www.crowcanyon.help/article/102",200,"Add new ticket link (webpart) in a workspace",".\Output\CrowCanyonKB_HTML\102 - Add new ticket link _webpart_ in a workspace.html",2025-08-15T13:16:17
"https://www.crowcanyon.help/article/104",200,"Mapping for emails to SharePoint list",".\Output\CrowCanyonKB_HTML\104 - Mapping for emails to SharePoint list.html",2025-08-15T13:16:19
"https://www.crowcanyon.help/article/106",200,"Restricting Assigned Staff list in SharePoint",".\Output\CrowCanyonKB_HTML\106 - Restricting Assigned Staff list in SharePoint.html",2025-08-15T13:16:20
"https://www.crowcanyon.help/article/108",200,"How to manage the List View Threhsold in SharePoint On-Premises?",".\Output\CrowCanyonKB_HTML\108 - How to manage the List View Threhsold in SharePoint On-Premises_.html",2025-08-15T13:16:21
"https://www.crowcanyon.help/article/110",200,"Modifying Column Names in Crow Canyon’s SharePoint applications (Issue Type)",".\Output\CrowCanyonKB_HTML\110 - Modifying Column Names in Crow Canyon_s SharePoint applications _Issue Type_.html",2025-08-15T13:16:22
"https://www.crowcanyon.help/article/111",200,"Requester Phone is the Mobile Number instead of Work Phone",".\Output\CrowCanyonKB_HTML\111 - Requester Phone is the Mobile Number instead of Work Phone.html",2025-08-15T13:16:24
"https://www.crowcanyon.help/article/112",200,"How do I set permissions so that end users can submit and update tickets, but can’t see the Service Area?",".\Output\CrowCanyonKB_HTML\112 - How do I set permissions so that end users can submit and update tickets_ but can_t see the Service Area_.html",2025-08-15T13:16:33
"https://www.crowcanyon.help/article/115",200,"Work Log disappearing",".\Output\CrowCanyonKB_HTML\115 - Work Log disappearing.html",2025-08-15T13:16:33
"https://www.crowcanyon.help/article/117",200,"“This value already exists in the list” error when creating a new item",".\Output\CrowCanyonKB_HTML\117 - _This value already exists in the list_ error when creating a new item.html",2025-08-15T13:16:34
"https://www.crowcanyon.help/article/119",200,"Not able to close ticket due to pending approvals",".\Output\CrowCanyonKB_HTML\119 - Not able to close ticket due to pending approvals.html",2025-08-15T13:16:36
"https://www.crowcanyon.help/article/121",200,"Error during Site Collection Migration",".\Output\CrowCanyonKB_HTML\121 - Error during Site Collection Migration.html",2025-08-15T13:16:37
"https://www.crowcanyon.help/article/123",200,"Issue Types are not getting cascaded according to the selected Category in the Tickets",".\Output\CrowCanyonKB_HTML\123 - Issue Types are not getting cascaded according to the selected Category in the Tickets.html",2025-08-15T13:16:38
"https://www.crowcanyon.help/article/124",200,"List is not displaying any items in the SharePoint site",".\Output\CrowCanyonKB_HTML\124 - List is not displaying any items in the SharePoint site.html",2025-08-15T13:16:39
"https://www.crowcanyon.help/article/125",200,"How to get single line spacing in Work Log field or Enhanced Rich Text type fields in SharePoint",".\Output\CrowCanyonKB_HTML\125 - How to get single line spacing in Work Log field or Enhanced Rich Text type fields in SharePoint.html",2025-08-15T13:16:41
"https://www.crowcanyon.help/article/126",200,"Category Owner is not getting an email on Ticket creation",".\Output\CrowCanyonKB_HTML\126 - Category Owner is not getting an email on Ticket creation.html",2025-08-15T13:16:42
"https://www.crowcanyon.help/article/134",200,"The Email Tickets list view web part in the Display form of a Ticket shows “This view cannot be displayed because it exceeds the list view t",".\Output\CrowCanyonKB_HTML\134 - The Email Tickets list view web part in the Display form of a Ticket shows _This view cannot be displayed because it exceeds the list view t.html",2025-08-15T13:16:43
"https://www.crowcanyon.help/article/137",200,"Office 365 Service Request: Create recurring Tickets with different schedules",".\Output\CrowCanyonKB_HTML\137 - Office 365 Service Request_ Create recurring Tickets with different schedules.html",2025-08-15T13:16:44
"https://www.crowcanyon.help/article/138",200,"Office 365 Service Request: Create a report on re-opened tickets by month for assigned staff",".\Output\CrowCanyonKB_HTML\138 - Office 365 Service Request_ Create a report on re-opened tickets by month for assigned staff.html",2025-08-15T13:16:46
"https://www.crowcanyon.help/article/139",200,"Office 365 Service Request: Automatically create tasks for a Ticket based on Category and Issue Type (Ticket templates)",".\Output\CrowCanyonKB_HTML\139 - Office 365 Service Request_ Automatically create tasks for a Ticket based on Category and Issue Type _Ticket templates_.html",2025-08-15T13:16:47
"https://www.crowcanyon.help/article/140",200,"Measure effectiveness of technicians with KPIs generated using Ticket resolution statistics",".\Output\CrowCanyonKB_HTML\140 - Measure effectiveness of technicians with KPIs generated using Ticket resolution statistics.html",2025-08-15T13:16:48
"https://www.crowcanyon.help/article/142",200,"Crow Canyon Workflow Manager (Office 365 App) – Configure complex workflows with calculated columns",".\Output\CrowCanyonKB_HTML\142 - Crow Canyon Workflow Manager _Office 365 App_ _ Configure complex workflows with calculated columns.html",2025-08-15T13:16:49
"https://www.crowcanyon.help/article/143",200,"Office 365 Service Request: Re-assign a Ticket based on priority if it is not closed in time",".\Output\CrowCanyonKB_HTML\143 - Office 365 Service Request_ Re-assign a Ticket based on priority if it is not closed in time.html",2025-08-15T13:16:51
"https://www.crowcanyon.help/article/145",200,"Office 365 Service Request: SLA to send reminder to staff before due date based on priority of Ticket",".\Output\CrowCanyonKB_HTML\145 - Office 365 Service Request_ SLA to send reminder to staff before due date based on priority of Ticket.html",2025-08-15T13:16:52
"https://www.crowcanyon.help/article/147",200,"Office 365 Exchange settings to forward mails to on-premises servers",".\Output\CrowCanyonKB_HTML\147 - Office 365 Exchange settings to forward mails to on-premises servers.html",2025-08-15T13:16:53
"https://www.crowcanyon.help/article/148",200,"Office 365 Service Request: Automatically assign Ticket based on Category and Issue Type if it remains unassigned for a duration",".\Output\CrowCanyonKB_HTML\148 - Office 365 Service Request_ Automatically assign Ticket based on Category and Issue Type if it remains unassigned for a duration.html",2025-08-15T13:16:54
"https://www.crowcanyon.help/article/149",200,"Office 365 Service Request: Automatically set Due Date based on Category and Priority",".\Output\CrowCanyonKB_HTML\149 - Office 365 Service Request_ Automatically set Due Date based on Category and Priority.html",2025-08-15T13:16:56
"https://www.crowcanyon.help/article/150",200,"SharePoint Online: Reopen a Ticket on requester email and reporting on reopened Tickets",".\Output\CrowCanyonKB_HTML\150 - SharePoint Online_ Reopen a Ticket on requester email and reporting on reopened Tickets.html",2025-08-15T13:16:57
"https://www.crowcanyon.help/article/152",200,"O365 Service Request: Workflow to update WorkLog comments when an Outgoing Email is sent",".\Output\CrowCanyonKB_HTML\152 - O365 Service Request_ Workflow to update WorkLog comments when an Outgoing Email is sent.html",2025-08-15T13:16:58
"https://www.crowcanyon.help/article/153",200,"SharePoint Online: Report to show number of items by week number in a time period",".\Output\CrowCanyonKB_HTML\153 - SharePoint Online_ Report to show number of items by week number in a time period.html",2025-08-15T13:17:00
"https://www.crowcanyon.help/article/155",200,"Send an email to requester asking for more details when ticket status is changed and include Employee Portal Ticket Url in the Email",".\Output\CrowCanyonKB_HTML\155 - Send an email to requester asking for more details when ticket status is changed and include Employee Portal Ticket Url in the Email.html",2025-08-15T13:17:01
"https://www.crowcanyon.help/article/156",200,"Send an email to Assigned Staff when comments are added in Work Log field",".\Output\CrowCanyonKB_HTML\156 - Send an email to Assigned Staff when comments are added in Work Log field.html",2025-08-15T13:17:02
"https://www.crowcanyon.help/article/158",200,"O365 Service Request: Show/Hide tabs in list item form based on the selected Category",".\Output\CrowCanyonKB_HTML\158 - O365 Service Request_ Show_Hide tabs in list item form based on the selected Category.html",2025-08-15T13:17:11
"https://www.crowcanyon.help/article/159",200,"Create a report on closed tickets which exceeded Due Date",".\Output\CrowCanyonKB_HTML\159 - Create a report on closed tickets which exceeded Due Date.html",2025-08-15T13:17:11
"https://www.crowcanyon.help/article/160",200,"Ensure user enters the value for lookup field (e.g. Category for Tickets list item)",".\Output\CrowCanyonKB_HTML\160 - Ensure user enters the value for lookup field _e.g. Category for Tickets list item_.html",2025-08-15T13:17:13
"https://www.crowcanyon.help/article/161",200,"Create a Report on Contracts expiring in 90 days by Asset Location",".\Output\CrowCanyonKB_HTML\161 - Create a Report on Contracts expiring in 90 days by Asset Location.html",2025-08-15T13:17:14
"https://www.crowcanyon.help/article/162",200,"Register license for Crow Canyon web parts",".\Output\CrowCanyonKB_HTML\162 - Register license for Crow Canyon web parts.html",2025-08-15T13:17:15
"https://www.crowcanyon.help/article/163",200,"SharePoint Online: Report to show number of items created per Week by Staff",".\Output\CrowCanyonKB_HTML\163 - SharePoint Online_ Report to show number of items created per Week by Staff.html",2025-08-15T13:17:17
"https://www.crowcanyon.help/article/164",200,"View to show total Time spent by Staff",".\Output\CrowCanyonKB_HTML\164 - View to show total Time spent by Staff.html",2025-08-15T13:17:18
"https://www.crowcanyon.help/article/165",200,"",".\Output\CrowCanyonKB_HTML\165 - 165.html",2025-08-15T13:17:19
"https://www.crowcanyon.help/article/166",200,"Configure Crow Canyon Redirect Web Part",".\Output\CrowCanyonKB_HTML\166 - Configure Crow Canyon Redirect Web Part.html",2025-08-15T13:17:20
"https://www.crowcanyon.help/article/167",200,"SharePoint Online: Auto fill Category and/or Issue Type on Email to Ticket conversion",".\Output\CrowCanyonKB_HTML\167 - SharePoint Online_ Auto fill Category and_or Issue Type on Email to Ticket conversion.html",2025-08-15T13:17:22
"https://www.crowcanyon.help/article/168",200,"SharePoint Online: Tab Permissions Example – Show Tabs based on a field value",".\Output\CrowCanyonKB_HTML\168 - SharePoint Online_ Tab Permissions Example _ Show Tabs based on a field value.html",2025-08-15T13:17:23
"https://www.crowcanyon.help/article/169",200,"How to create Application Administration button in Crow Canyon service areas?",".\Output\CrowCanyonKB_HTML\169 - How to create Application Administration button in Crow Canyon service areas_.html",2025-08-15T13:17:24
"https://www.crowcanyon.help/article/170",200,"Move Ticket to a different service area/site using Crow Canyon Workflow Manager",".\Output\CrowCanyonKB_HTML\170 - Move Ticket to a different service area_site using Crow Canyon Workflow Manager.html",2025-08-15T13:17:25
"https://www.crowcanyon.help/article/171",200,"Configure Main Category on top of Category and Issue Types in Crow Canyon application",".\Output\CrowCanyonKB_HTML\171 - Configure Main Category on top of Category and Issue Types in Crow Canyon application.html",2025-08-15T13:17:27
"https://www.crowcanyon.help/article/172",200,"Configure Survey on O365 Crow Canyon Service Area",".\Output\CrowCanyonKB_HTML\172 - Configure Survey on O365 Crow Canyon Service Area.html",2025-08-15T13:17:28
"https://www.crowcanyon.help/article/174",200,"Configure Dialog Resize script – O365",".\Output\CrowCanyonKB_HTML\174 - Configure Dialog Resize script _ O365.html",2025-08-15T13:17:29
"https://www.crowcanyon.help/article/175",200,"Close Ticket while sending an Outgoing Email in SPOnline",".\Output\CrowCanyonKB_HTML\175 - Close Ticket while sending an Outgoing Email in SPOnline.html",2025-08-15T13:17:30
"https://www.crowcanyon.help/article/176",200,"Service Level Agreement (Response Due) using Workflow Manager – O365",".\Output\CrowCanyonKB_HTML\176 - Service Level Agreement _Response Due_ using Workflow Manager _ O365.html",2025-08-15T13:17:32
"https://www.crowcanyon.help/article/177",200,"Basic settings for Ticket Satisfaction Survey – O365",".\Output\CrowCanyonKB_HTML\177 - Basic settings for Ticket Satisfaction Survey _ O365.html",2025-08-15T13:17:33
"https://www.crowcanyon.help/article/184",200,"Modifying the ‘Request Status’ values for Service Request Tickets",".\Output\CrowCanyonKB_HTML\184 - Modifying the _Request Status_ values for Service Request Tickets.html",2025-08-15T13:17:34
"https://www.crowcanyon.help/article/186",200,"Configure Survey for every Nth Ticket in Crow Canyon Service Request Applications",".\Output\CrowCanyonKB_HTML\186 - Configure Survey for every Nth Ticket in Crow Canyon Service Request Applications.html",2025-08-15T13:17:35
"https://www.crowcanyon.help/article/187",200,"Configure Survey Analysis and Advanced Reports on Survey Data in O365",".\Output\CrowCanyonKB_HTML\187 - Configure Survey Analysis and Advanced Reports on Survey Data in O365.html",2025-08-15T13:17:37
"https://www.crowcanyon.help/article/188",200,"Survey configuration in O365 Crow Canyon Service Area",".\Output\CrowCanyonKB_HTML\188 - Survey configuration in O365 Crow Canyon Service Area.html",2025-08-15T13:17:38
"https://www.crowcanyon.help/article/189",200,"How to Copy Survey Data to Tickets in Survey functionality?",".\Output\CrowCanyonKB_HTML\189 - How to Copy Survey Data to Tickets in Survey functionality_.html",2025-08-15T13:17:39
"https://www.crowcanyon.help/article/190",200,"Configure Reports on Survey data in Tickets list",".\Output\CrowCanyonKB_HTML\190 - Configure Reports on Survey data in Tickets list.html",2025-08-15T13:17:40
"https://www.crowcanyon.help/article/192",200,"SharePoint Online: Filter Assets based on the Requester of the Ticket",".\Output\CrowCanyonKB_HTML\192 - SharePoint Online_ Filter Assets based on the Requester of the Ticket.html",2025-08-15T13:17:50
"https://www.crowcanyon.help/article/193",200,"Configure Archival functionality in O365 Crow Canyon Helpdesk using Workflow Manager app",".\Output\CrowCanyonKB_HTML\193 - Configure Archival functionality in O365 Crow Canyon Helpdesk using Workflow Manager app.html",2025-08-15T13:17:50
"https://www.crowcanyon.help/article/194",200,"Auto Populate Requester Properties dynamically when Requester is changed",".\Output\CrowCanyonKB_HTML\194 - Auto Populate Requester Properties dynamically when Requester is changed.html",2025-08-15T13:17:51
"https://www.crowcanyon.help/article/195",200,"Configure Survey from Portal in O365",".\Output\CrowCanyonKB_HTML\195 - Configure Survey from Portal in O365.html",2025-08-15T13:17:52
"https://www.crowcanyon.help/article/196",200,"Auto Redirect page configuration in O365",".\Output\CrowCanyonKB_HTML\196 - Auto Redirect page configuration in O365.html",2025-08-15T13:17:54
"https://www.crowcanyon.help/article/197",200,"Frequently asked questions on Configurable Portal",".\Output\CrowCanyonKB_HTML\197 - Frequently asked questions on Configurable Portal.html",2025-08-15T13:17:55
"https://www.crowcanyon.help/article/198",200,"Configuration of Click availability for CaseId",".\Output\CrowCanyonKB_HTML\198 - Configuration of Click availability for CaseId.html",2025-08-15T13:17:56
"https://www.crowcanyon.help/article/199",200,"Configurations on User Information List",".\Output\CrowCanyonKB_HTML\199 - Configurations on User Information List.html",2025-08-15T13:17:57
